City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
385,goma,68,CD,1554391340,69,-1.67,29.23,72.16,3.4
386,tura,12,IN,1554391340,70,25.52,90.21,73.15,8.1
387,shingu,0,JP,1554391270,100,33.72,135.99,55.6,10.67
388,westport,40,IE,1554391326,60,53.8,-9.52,48,6.93
389,rock falls,90,US,1554391213,86,43.21,-93.08,41,12.75
390,ferme-neuve,44,CA,1554391343,54,46.7,-75.45,24.1,14.25
391,bodden town,75,KY,1554390004,83,19.28,-81.25,82.99,20.8
392,flin flon,75,CA,1554386400,79,54.77,-101.88,19.4,5.82
393,sergeyevka,92,KZ,1554391344,96,53.88,67.42,38.68,12.68
394,chamba,12,IN,1554391344,65,32.56,76.12,51.55,2.62
395,viking,68,CA,1554391345,82,53.1,-111.78,27.43,10.22
396,juneau,90,US,1554389760,93,58.3,-134.42,37.4,1.83
397,tyukalinsk,92,RU,1554391345,97,55.87,72.2,32.2,16.04
398,severnoye,56,RU,1554391346,92,54.09,52.54,33.73,8.43
399,port hardy,75,CA,1554386400,93,50.7,-127.42,42.8,2.24
400,tual,44,ID,1554391347,100,-5.67,132.75,80.62,12.46
401,christchurch,92,NZ,1554391086,93,-43.53,172.64,50,14.99
402,cururupu,92,BR,1554391347,100,-1.82,-44.87,74.32,5.97
403,aracuai,24,BR,1554391203,60,-16.85,-42.07,86.92,4.41
404,tucurui,92,BR,1554391219,88,-3.77,-49.67,80.71,2.73
405,sao jose da coroa grande,56,BR,1554391348,95,-8.9,-35.15,84.13,5.86
406,moffat,76,GB,1554391263,70,55.33,-3.44,48,20.8
407,murgab,90,TM,1554386400,53,37.5,61.97,71.6,13.87
408,olga,90,US,1554391254,87,34.11,-118.17,61,4.7
409,bull savanna,0,JM,1554391349,55,17.89,-77.59,83.41,5.86
410,bumba,0,CD,1554391350,80,2.18,22.47,83.68,3.74
411,tongchuan,0,CN,1554386400,50,34.9,108.95,55.4,2.24
412,college,1,US,1554391325,47,64.86,-147.8,16,8.05
413,senanga,24,ZM,1554391354,25,-16.1,23.3,91.96,5.19
414,aklavik,90,CA,1554386400,84,68.22,-135.01,5,3.36
415,bethel,1,US,1554389760,73,60.79,-161.76,21.2,24.16
416,niederzier,75,DE,1554391330,70,50.88,6.47,51.01,9.17
417,banjarmasin,20,ID,1554388200,100,-3.32,114.59,78.8,2.24
418,telenesti,0,MD,1554390921,22,47.5,28.37,55.99,14.99
419,rafai,0,CF,1554391356,44,4.95,23.92,89.98,11.12
420,ostrovnoy,88,RU,1554391356,100,68.05,39.51,32.11,9.22
421,paamiut,56,GL,1554391357,91,61.99,-49.67,32.56,16.93
422,baependi,0,BR,1554391357,70,-21.96,-44.89,78.91,3.96
423,dwarka,0,IN,1554390907,29,28.58,77.04,93,4.7
424,half moon bay,75,US,1554391351,87,37.46,-122.43,57.2,3.36
425,saryg-sep,80,RU,1554391359,84,51.49,95.55,36.07,0.94
426,amla,48,IN,1554391359,41,21.92,78.13,79.9,5.19
427,kodinsk,80,RU,1554391360,65,58.6,99.18,27.7,4.29
428,tungor,88,RU,1554391360,91,53.39,142.95,27.43,13.8
429,natal,40,BR,1554390000,62,-5.81,-35.21,87.8,8.05
430,luderitz,0,NA,1554391361,76,-26.65,15.16,64.15,20.18
431,nemuro,0,JP,1554391361,90,43.32,145.57,35.26,11.79
432,shahr-e kord,40,IR,1554390000,35,32.33,50.85,51.8,13.87
433,okato,68,NZ,1554390710,92,-39.19,173.88,48.99,1.99
434,kamaishi,8,JP,1554391362,66,39.28,141.86,45.88,12.8
435,necochea,92,AR,1554390490,64,-38.55,-58.74,66.99,8.1
436,vostok,44,RU,1554391363,73,46.45,135.83,18.52,2.73
437,zig,1,US,1554389700,87,40.13,-92.77,46.4,17.22
438,geraldton,5,CA,1554386400,56,49.72,-86.95,14,3.4
439,cockburn town,92,TC,1554391364,100,21.46,-71.14,75.04,20.74
440,tocopilla,0,CL,1554391365,89,-22.09,-70.2,67.39,4.52
441,aksaray,75,TR,1554389400,25,38.37,34.03,61,4.7
442,adrar,75,DZ,1554386400,60,27.87,-0.29,71.6,25.28
443,nadvoitsy,64,RU,1554391366,57,63.89,34.27,42.73,11.68
444,honningsvag,75,NO,1554389400,93,70.98,25.97,32,12.75
445,cascais,75,PT,1554391263,54,38.7,-9.42,59,12.75
446,wattegama,44,LK,1554391367,93,7.35,80.68,71.8,2.84
447,inuvik,90,CA,1554386400,77,68.36,-133.71,5,2.24
448,karlskrona,0,SE,1554389400,50,56.16,15.59,53.6,14.99
449,onalaska,90,US,1554391263,35,43.88,-91.23,45,11.41
450,afsin,68,TR,1554391369,92,38.25,36.91,43.99,3.4
451,egvekinot,20,RU,1554391361,57,66.32,-179.17,-2.19,2.17
452,trairi,92,BR,1554391369,100,-3.28,-39.27,78.28,4.85
453,cheney,75,US,1554391296,80,47.49,-117.58,44.6,3.36
454,mitsamiouli,75,KM,1554390000,88,-11.38,43.28,78.8,4.7
455,kodinar,0,IN,1554391370,30,20.79,70.7,85.48,10.22
456,merauke,68,ID,1554391371,95,-8.49,140.4,80.62,4.74
457,sabana de torres,40,CO,1554386400,83,7.39,-73.5,84.2,3.36
458,aksu,90,KZ,1554388200,81,52.04,76.93,44.6,6.71
459,snasa,75,NO,1554389400,60,64.25,12.38,42.8,8.05
460,alghero,40,IT,1554391324,87,40.56,8.32,51.8,3.36
461,waipawa,92,NZ,1554390976,89,-39.94,176.59,46.99,1.72
462,delta del tigre,20,UY,1554390926,73,-34.76,-56.41,82,10.29
463,long beach,90,US,1554391259,88,30.35,-89.15,64.4,3.36
464,amapa,40,HN,1554391228,70,15.09,-87.97,88,4.7
465,gunjur,0,GM,1554386400,45,13.18,-16.76,84.2,17.22
466,road town,20,VG,1554391106,54,18.42,-64.62,84.2,13.87
467,czestochowa,0,PL,1554391280,52,50.8,19.12,64.99,14.99
468,betsiamites,90,CA,1554390540,52,48.94,-68.65,21.2,21.92
469,berlevag,75,NO,1554389400,68,70.86,29.09,30.2,13.87
470,talcher,32,IN,1554391377,66,20.95,85.21,78.28,5.97
471,saint-pierre,40,FR,1554391373,61,48.95,4.24,52,13.87
472,port said,20,EG,1554391378,15,25.34,30.55,85.39,8.66
473,koutsouras,20,GR,1554391085,66,35.03,25.95,64,5.01
474,ushumun,68,RU,1554391379,49,52.78,126.54,27.52,4.63
475,guarapari,40,BR,1554391153,55,-20.67,-40.5,89.6,8.05
476,aktau,40,KZ,1554388200,76,43.65,51.16,50,6.71
477,usinsk,12,RU,1554391380,87,66,57.56,32.83,10.45
478,canto do buriti,80,BR,1554391380,100,-8.11,-42.94,74.59,9.66
479,micheweni,56,TZ,1554391381,98,-4.97,39.83,85.3,13.24
480,ouro preto do oeste,36,BR,1554391381,81,-10.75,-62.22,83.95,2.95
481,marystown,88,CA,1554390960,100,47.17,-55.16,39.99,3
482,olinda,40,EC,1554391218,74,-2.03,-79.75,84.2,9.17
483,devils lake,90,US,1554390360,74,48.11,-98.87,33.8,18.34
484,pingliang,20,CN,1554390793,47,35.54,106.68,54,7.65
485,cabo rojo,40,PR,1554391368,65,18.09,-67.15,87.01,20.8
486,muyezerskiy,80,RU,1554391384,60,63.93,31.65,41.83,9.89
487,maniitsoq,92,GL,1554391385,90,65.42,-52.9,29.5,16.26
488,babol,20,IR,1554390000,82,36.55,52.68,59,6.93
489,hangu,24,PK,1554391385,85,33.53,71.06,61,2.17
490,kenai,1,US,1554391324,53,60.55,-151.26,30,6.93
491,chandbali,20,IN,1554391386,93,20.77,86.74,83.32,18.84
492,maceio,75,BR,1554390000,62,-9.67,-35.74,86,9.17
493,arica,75,CL,1554390000,47,-18.48,-70.32,78.8,9.17
494,erenhot,20,CN,1554391387,59,43.65,111.97,32.83,5.86
495,hay river,75,CA,1554386400,77,60.82,-115.79,-2.21,5.82
496,messina,40,IT,1554391207,67,38.19,15.55,64,13.87
497,chumikan,64,RU,1554391388,69,54.72,135.31,21.31,4.41
498,vila,75,IT,1554391384,87,45.18,8.4,54,9.17
499,green river,90,US,1554390918,79,41.53,-109.47,41,6.93
500,eregli,20,TR,1554391389,59,37.51,34.05,52.54,1.95
501,vila velha,75,BR,1554391088,74,-3.71,-38.6,82.4,9.17
502,johnson city,1,US,1554391201,41,36.31,-82.35,66.99,3.36
503,nerchinskiy zavod,32,RU,1554391390,73,51.31,119.61,23.11,2.95
504,lincoln,75,US,1554391105,71,40.8,-96.67,50,8.05
505,vagay,0,RU,1554391391,72,57.94,69.02,31.03,4.63
506,jinchang,0,CN,1554391316,62,38.52,102.19,34.81,5.41
507,aykhal,44,RU,1554391392,69,65.95,111.51,17.17,4.63
508,preobrazheniye,56,RU,1554391393,97,42.9,133.91,31.21,1.95
509,nicolas bravo,90,MX,1554391216,30,24.39,-104.74,59,10.29
510,tsumeb,40,NA,1554390000,30,-19.25,17.72,86,3.36
511,kununurra,90,AU,1554388200,55,-15.77,128.74,86,7.99
512,caravelas,68,BR,1554391394,98,-17.73,-39.27,82.24,7.65
513,oum hadjer,0,TD,1554391395,15,13.3,19.7,103.48,5.19
514,sao miguel do araguaia,56,BR,1554391395,92,-13.28,-50.16,82.24,8.99
515,nuuk,75,GL,1554391322,47,64.17,-51.74,35.6,13.87
516,chabahar,0,IR,1554391397,74,25.29,60.65,83.14,14.14
517,konevo,0,BG,1554390614,44,41.67,25.61,57.99,4
518,salalah,0,OM,1554389400,69,17.01,54.1,82.4,6.93
519,anadyr,0,RU,1554391348,72,64.73,177.51,12.2,4.47
520,morondava,20,MG,1554391399,74,-20.3,44.28,85.66,7.2
521,comodoro rivadavia,0,AR,1554386400,33,-45.87,-67.48,59,12.75
522,palmer,0,AU,1554391252,19,-34.85,139.16,79,16.11
523,hovd,40,NO,1554391264,49,63.83,10.7,48.2,12.75
524,kiama,92,AU,1554391327,100,-34.67,150.86,66.99,5.82
525,szydlowiec,0,PL,1554391225,31,51.23,20.86,64.4,13.87
526,esna,0,RO,1554391402,41,45.2,27.57,55.69,11.01
527,ormara,0,PK,1554391403,67,25.21,64.64,81.7,14.47
528,abalak,0,NE,1554391403,12,15.46,6.28,106,10.45
529,ambilobe,68,MG,1554391403,69,-13.19,49.05,82.42,2.73
530,agara,92,GE,1554391404,96,42.04,43.82,37.24,2.62
531,lac du bonnet,24,CA,1554391227,47,50.25,-96.06,33.01,15.01
532,rawson,0,AR,1554391405,46,-43.3,-65.11,62.53,16.26
533,mushie,48,CD,1554391405,57,-3.02,16.92,91.33,3.29
534,caconda,92,AO,1554391405,27,-13.73,15.06,85.48,3.96
535,buluang,20,PH,1554390000,69,10.47,123.98,80.6,4.7
536,tela,40,HN,1554391228,78,15.78,-87.45,88,4.7
537,henties bay,0,NA,1554390129,84,-22.12,14.28,63,7
538,west fargo,75,US,1554391214,55,46.88,-96.9,36,18.34
539,batagay,0,RU,1554391407,55,67.65,134.64,5.92,2.73
540,presidencia roque saenz pena,92,AR,1554391407,97,-26.79,-60.44,80.98,5.19
541,ust-nera,48,RU,1554391408,59,64.57,143.24,-0.93,1.95
542,simpang,75,MY,1554390000,88,4.82,100.71,77,6.93
543,chapais,90,CA,1554386820,72,49.78,-74.86,10.4,14.99
544,norwich,40,GB,1554391398,57,52.63,1.29,53.01,18.34
